product_id,product_name,category,price,cost,stock_quantity,reorder_level
418,Implemented Multimedia Strategy,Toys,773.45,450.12,324,71
419,Future-Proofed Intangible Matrices,Books,355.31,239.29,294,25
420,Phased Dynamic Knowledgebase,Food,577.73,298.85,838,54
421,Reactive Client-Server Info-Mediaries,Books,955.05,593.89,43,46
422,Ergonomic Radical Migration,Toys,955.75,316.94,671,42
423,User-Friendly Client-Driven Architecture,Books,749.86,289.14,955,81
424,Grass-Roots Zero Administration Utilization,Sports,699.20,248.15,248,16
425,Operative Global Toolset,Sports,673.13,344.92,53,22
426,Profit-Focused Encompassing Ability,Clothing,419.16,246.02,697,27
427,Horizontal Uniform Framework,Home,15.12,7.86,416,93
428,Reverse-Engineered Optimal Protocol,Toys,935.67,609.46,666,35
429,Pre-Emptive Coherent Knowledge User,Books,758.34,314.63,661,17
430,Public-Key Mission-Critical Hardware,Sports,908.85,305.18,547,14
431,Managed Neutral Task-Force,Home,914.09,338.24,956,14
432,Quality-Focused Homogeneous Knowledgebase,Toys,997.19,457.51,190,47
433,Inverse Content-Based Standardization,Clothing,877.97,266.65,950,52
434,Front-Line Object-Oriented Info-Mediaries,Toys,291.71,202.93,910,27
435,Focused Zero-Defect Installation,Sports,852.54,415.36,828,24
436,Balanced Foreground Synergy,Books,337.37,199.87,735,33
437,Phased Tertiary Workforce,Books,23.93,10.41,581,96
438,Multi-Tiered Human-Resource Protocol,Food,759.70,281.24,846,64
439,Streamlined Coherent Methodology,Clothing,520.12,174.08,189,27
440,Automated Clear-Thinking Middleware,Electronics,482.67,325.48,267,59
441,Reverse-Engineered Full-Range Attitude,Beauty,243.16,146.26,309,84
442,Organic Bandwidth-Monitored Moderator,Beauty,725.64,221.01,709,40
443,Persevering 24/7 Success,Books,71.49,24.83,163,61
444,Digitized Incremental Projection,Books,689.20,461.24,706,25
445,Distributed Asynchronous Leverage,Beauty,642.31,434.36,629,38
446,Fundamental Global Process Improvement,Home,226.93,80.20,465,87
447,Team-Oriented Hybrid Projection,Toys,379.88,220.63,775,78
448,Configurable Full-Range Service-Desk,Sports,803.97,506.70,696,86
449,Public-Key Homogeneous Functionalities,Toys,874.39,290.95,540,100
450,Self-Enabling Transitional Task-Force,Clothing,368.16,245.53,63,80
451,Pre-Emptive Needs-Based Alliance,Home,903.85,344.24,168,51
452,Secured Asymmetric Encoding,Sports,855.93,408.05,734,84
453,Self-Enabling Systemic Forecast,Toys,493.93,325.77,828,17
454,Focused Value-Added Array,Toys,458.89,231.88,577,17
455,Optional Bandwidth-Monitored Task-Force,Books,563.20,320.52,740,12
456,Sharable Tertiary Attitude,Sports,401.98,251.87,592,19
457,Organic Composite Solution,Clothing,54.83,24.01,554,17
458,Innovative 4Thgeneration Analyzer,Toys,935.23,306.39,32,46
459,Inverse Analyzing Frame,Food,414.77,252.01,383,58
460,Multi-Channeled Holistic Internet Solution,Food,454.04,302.77,384,20
461,Digitized Dynamic Moderator,Home,685.89,387.33,669,54
462,Open-Source Non-Volatile Software,Food,127.44,88.84,541,26
463,Enterprise-Wide Composite Conglomeration,Electronics,730.57,284.25,774,12
464,Configurable Reciprocal Implementation,Food,978.70,474.87,544,58
465,Secured Systemic Encoding,Beauty,825.12,329.23,158,45
466,Proactive Optimal Circuit,Clothing,196.59,127.80,32,94
467,Focused Maximized Productivity,Electronics,425.04,257.75,246,36
468,Function-Based Logistical Extranet,Toys,76.61,41.18,612,96
469,Synchronized 24/7 Website,Electronics,706.24,225.62,411,66
470,Persistent Executive Service-Desk,Electronics,241.99,93.63,143,74
471,Quality-Focused Cohesive Archive,Beauty,993.54,391.12,591,86
472,Organic Grid-Enabled Parallelism,Sports,774.80,486.07,309,28
473,Innovative Scalable Interface,Food,985.83,501.29,307,45
474,Team-Oriented Eco-Centric Knowledgebase,Home,70.34,47.79,641,96
475,Innovative Dedicated Info-Mediaries,Beauty,432.92,215.70,964,92
476,Polarized Bi-Directional Encoding,Beauty,674.62,414.43,713,63
477,Multi-Tiered Object-Oriented Help-Desk,Home,414.17,173.93,772,78
478,Re-Engineered Explicit Standardization,Books,478.77,306.29,878,100
479,Implemented 3Rdgeneration Protocol,Electronics,152.90,74.19,575,62
480,Object-Based Even-Keeled Access,Home,968.10,506.23,397,41
481,Re-Contextualized Systemic Time-Frame,Clothing,262.44,113.40,944,67
482,User-Friendly Actuating Portal,Sports,848.65,285.98,52,44
483,User-Friendly Modular Forecast,Electronics,383.39,207.79,894,19
484,Vision-Oriented Discrete Portal,Sports,196.27,118.68,490,36
485,Multi-Channeled Directional Productivity,Electronics,870.77,377.21,216,34
486,Ergonomic Regional Extranet,Toys,962.45,333.90,936,41
487,Synergistic Web-Enabled Success,Food,698.66,406.28,937,40
488,Visionary Stable Software,Food,556.55,339.61,477,78
489,Devolved Responsive Attitude,Beauty,652.22,276.13,525,73
490,Self-Enabling Secondary Analyzer,Toys,471.33,292.76,779,50
491,Integrated Zero Tolerance Intranet,Food,915.18,410.26,46,82
492,Automated Optimal Hierarchy,Electronics,865.43,516.23,267,80
493,Upgradable Clear-Thinking Array,Food,935.40,497.31,302,29
494,Implemented Fresh-Thinking Synergy,Sports,204.22,80.06,511,80
495,Operative Context-Sensitive Customer Loyalty,Books,658.05,377.68,781,72
496,De-Engineered Zero Tolerance Moratorium,Toys,966.83,538.21,471,31
497,Multi-Lateral Multi-Tasking Middleware,Home,735.43,324.23,737,79
498,Future-Proofed Composite Extranet,Electronics,493.42,328.99,536,14
499,Polarized Explicit Synergy,Electronics,840.67,277.20,782,10
500,Mandatory Bifurcated Local Area Network,Sports,418.26,266.44,69,100
