order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
32716,1855,2023-10-04,296,7,509.49,3566.43,Pending,
32717,5726,2024-03-26,327,2,28.80,57.60,Completed,2024-03-29
32718,9745,2024-11-13,40,6,861.03,5166.18,Cancelled,
32719,7538,2023-11-26,467,9,425.04,3825.36,Completed,2023-11-29
32720,2886,2023-06-21,280,7,465.49,3258.43,Completed,2023-06-21
32721,1066,2024-07-07,92,9,199.91,1799.19,Pending,
32722,4839,2023-01-21,183,10,513.77,5137.70,Pending,
32723,9127,2024-10-26,200,1,439.62,439.62,Completed,2024-10-29
32724,119,2024-09-04,160,2,414.42,828.84,Completed,2024-09-04
32725,2758,2023-04-02,321,2,100.79,201.58,Pending,
32726,3133,2024-04-01,313,9,614.48,5530.32,Completed,2024-04-02
32727,4881,2023-03-21,479,9,152.90,1376.10,Completed,2023-03-22
32728,9085,2024-01-02,54,7,66.58,466.06,Completed,2024-01-05
32729,2246,2024-08-16,469,9,706.24,6356.16,Cancelled,
32730,6955,2023-11-05,395,2,18.09,36.18,Pending,
32731,4768,2023-09-11,314,7,246.77,1727.39,Completed,2023-09-18
32732,6777,2024-06-19,286,5,181.75,908.75,Completed,2024-06-23
32733,312,2024-05-14,25,4,862.16,3448.64,Completed,2024-05-16
32734,1274,2024-02-09,376,8,956.78,7654.24,Completed,2024-02-15
32735,5091,2023-02-27,42,7,809.41,5665.87,Completed,2023-03-06
32736,5734,2024-12-31,20,7,543.58,3805.06,Pending,
32737,167,2023-06-25,378,5,628.22,3141.10,Completed,2023-06-29
32738,1813,2023-04-14,156,9,386.56,3479.04,Completed,2023-04-14
32739,9956,2023-10-19,30,10,764.88,7648.80,Pending,
32740,6596,2024-12-04,347,8,274.04,2192.32,Cancelled,
32741,5511,2023-08-09,37,1,456.96,456.96,Completed,2023-08-11
32742,1078,2023-05-24,96,5,662.25,3311.25,Completed,2023-05-26
32743,8957,2024-03-09,297,4,991.07,3964.28,Pending,
32744,9329,2023-12-19,441,1,243.16,243.16,Completed,2023-12-23
32745,6038,2024-09-30,220,9,264.39,2379.51,Completed,2024-10-02
32746,514,2024-01-29,358,7,534.16,3739.12,Completed,2024-02-01
32747,2930,2023-01-23,83,4,357.62,1430.48,Completed,2023-01-30
32748,7274,2024-05-27,179,1,443.72,443.72,Completed,2024-06-03
32749,5288,2024-11-22,31,9,493.71,4443.39,Completed,2024-11-23
32750,1122,2023-11-22,195,4,415.87,1663.48,Completed,2023-11-25
32751,2795,2023-12-28,222,1,149.34,149.34,Pending,
32752,6700,2024-02-02,357,10,949.33,9493.30,Pending,
32753,2870,2023-01-24,440,2,482.67,965.34,Completed,2023-01-29
32754,4610,2023-08-20,75,7,885.28,6196.96,Completed,2023-08-20
32755,2643,2023-10-30,180,3,612.77,1838.31,Pending,
32756,9278,2024-02-08,442,4,725.64,2902.56,Completed,2024-02-13
32757,3435,2023-09-18,110,6,413.51,2481.06,Completed,2023-09-25
32758,406,2023-06-05,15,5,171.76,858.80,Completed,2023-06-10
32759,99937,2024-12-26,37,2,456.96,913.92,Completed,2024-12-26
32760,1125,2023-02-22,430,9,908.85,8179.65,Completed,2023-02-22
32761,2880,2024-01-22,134,10,710.23,7102.30,Cancelled,
32762,3908,2023-12-09,102,6,256.70,1540.20,Completed,2023-12-10
32763,8027,2024-02-06,31,4,493.71,1974.84,Completed,2024-02-08
32764,2626,2023-04-19,435,4,852.54,3410.16,Completed,2023-04-23
32765,3345,2023-06-29,178,10,762.38,7623.80,Completed,2023-06-30
32766,1345,2023-04-28,374,2,311.07,622.14,Completed,2023-04-30
32767,1252,2024-01-09,263,10,764.78,7647.80,Completed,2024-01-15
32768,9568,2024-11-28,210,9,115.58,1040.22,Completed,2024-12-02
32769,2580,2023-01-12,183,7,513.77,3596.39,Completed,2023-01-15
32770,2214,2024-01-28,419,10,355.31,3553.10,Completed,2024-02-01
32771,6503,2024-11-24,400,1,796.94,796.94,Pending,
32772,3479,2023-11-27,261,9,578.35,5205.15,Completed,2023-11-30
32773,9492,2023-01-09,436,3,337.37,1012.11,Cancelled,
32774,8280,2024-01-28,179,7,443.72,3106.04,Completed,2024-01-30
32775,2329,2024-10-05,70,7,556.15,3893.05,Completed,2024-10-08
32776,7810,2023-12-22,208,5,987.77,4938.85,Completed,2023-12-26
32777,2250,2023-05-09,51,7,927.24,6490.68,Completed,2023-05-16
32778,4971,2024-05-19,414,10,708.71,7087.10,Pending,
32779,1553,2024-07-09,339,6,469.97,2819.82,Completed,2024-07-10
32780,5451,2024-05-27,54,6,66.58,399.48,Completed,2024-06-02
32781,8949,2024-11-10,379,10,50.77,507.70,Cancelled,
32782,3325,2024-04-27,97,10,676.06,6760.60,Cancelled,
32783,5190,2024-05-19,176,4,826.67,3306.68,Completed,2024-05-20
32784,3363,2024-05-03,3,1,41.45,41.45,Completed,2024-05-08
32785,3240,2023-04-11,459,7,414.77,2903.39,Completed,2023-04-16
32786,6702,2024-08-04,144,8,535.60,4284.80,Pending,
32787,9160,2023-01-29,107,4,489.74,1958.96,Cancelled,
32788,8963,2024-11-10,73,5,51.40,257.00,Pending,
32789,10,2024-11-07,279,5,410.97,2054.85,Completed,2024-11-09
32790,2841,2023-01-08,,3,414.17,1242.51,Completed,2023-01-08
32791,743,2023-01-03,169,8,823.20,6585.60,Pending,
32792,9232,2024-04-30,360,10,126.57,1265.70,Cancelled,
32793,3310,2023-10-31,105,4,451.44,1805.76,Completed,2023-11-03
32794,9925,2024-01-03,292,9,833.37,7500.33,Completed,2024-01-03
32795,6554,2023-09-13,386,4,736.85,2947.40,Completed,2023-09-14
32796,9518,2023-01-09,430,10,908.85,9088.50,Completed,2023-01-14
32797,9260,2024-09-20,494,9,204.22,1837.98,Completed,2024-09-25
32798,5155,2023-07-02,491,7,915.18,6406.26,Pending,
32799,5296,2023-04-13,339,3,469.97,1409.91,Completed,2023-04-19
32800,1228,2023-12-25,435,7,852.54,5967.78,Completed,2023-12-27
32801,903,2023-07-01,121,5,259.74,1298.70,Pending,
32802,3713,2023-08-24,26,2,753.36,1506.72,Completed,2023-08-24
32803,2493,2024-09-02,283,6,781.32,4687.92,Completed,2024-09-08
32804,3533,2023-12-24,446,6,226.93,1361.58,Cancelled,
32805,1359,2024-06-02,364,9,712.44,6411.96,Pending,
32806,8353,2023-11-12,170,8,654.98,5239.84,Completed,2023-11-14
32807,7987,2024-07-12,54,4,66.58,266.32,Completed,2024-07-12
32808,4162,2024-10-10,100,3,251.53,754.59,Completed,2024-10-14
32809,2472,2024-03-19,279,10,410.97,4109.70,Completed,2024-03-19
32810,3724,2024-03-23,266,9,222.97,2006.73,Pending,
32811,7896,2023-02-03,380,7,773.30,5413.10,Completed,2023-02-03
32812,9617,2023-09-29,366,2,513.66,1027.32,Completed,2023-09-30
32813,4470,2023-06-04,249,3,636.74,1910.22,Completed,2023-06-05
32814,5665,2023-01-19,325,3,146.21,438.63,Pending,
32815,5376,2023-11-09,1,1,643.02,643.02,Pending,
32816,9,2024-05-08,276,10,835.01,8350.10,Pending,
32817,8670,2023-12-27,149,4,538.78,2155.12,Completed,2024-01-02
32818,2430,2023-08-13,305,10,830.66,8306.60,Completed,2023-08-14
32819,8322,2023-03-29,465,4,825.12,3300.48,Completed,2023-03-30
32820,7763,2024-12-15,376,8,956.78,7654.24,Completed,2024-12-17
32821,8716,2024-10-10,415,6,530.21,3181.26,Completed,2024-10-10
32822,5669,2024-04-17,317,1,818.71,818.71,Completed,2024-04-21
32823,1131,2024-12-21,483,2,383.39,766.78,Pending,
32824,7862,2024-10-25,89,5,79.26,396.30,Pending,
32825,3195,2024-01-21,475,5,432.92,2164.60,Completed,2024-01-25
32826,711,2024-02-13,254,2,380.55,761.10,Completed,2024-02-18
32827,6874,2023-07-07,14,7,651.55,4560.85,Pending,
32828,5825,2023-07-16,60,7,19.21,134.47,Completed,2023-07-20
32829,3145,2024-04-24,453,9,493.93,4445.37,Completed,2024-04-26
32830,748,2024-08-27,113,5,854.90,4274.50,Cancelled,
32831,6007,2023-08-05,14,6,651.55,3909.30,Completed,2023-08-07
32832,8997,2023-10-01,273,4,308.40,1233.60,Pending,
32833,9031,2023-02-14,117,5,980.90,4904.50,Completed,2023-02-15
32834,1952,2024-11-22,118,1,666.36,666.36,Pending,
32835,7872,2023-10-19,424,4,699.20,2796.80,Completed,2023-10-20
32836,8558,2023-08-25,303,5,701.49,3507.45,Completed,2023-08-27
32837,1732,2023-01-15,31,1,493.71,493.71,Completed,2023-01-15
32838,9718,2023-04-13,495,8,658.05,5264.40,Cancelled,
32839,7044,2024-09-16,389,6,945.92,5675.52,Cancelled,
32840,2491,2024-05-09,321,4,100.79,403.16,Completed,2024-05-11
32841,949,2024-06-18,52,2,957.73,1915.46,Completed,2024-06-21
32842,1551,2024-05-13,317,7,818.71,5730.97,Pending,
32843,4150,2023-01-21,70,9,556.15,5005.35,Completed,2023-01-24
32844,4135,2024-07-03,326,5,761.24,3806.20,Completed,2024-07-09
32845,6886,2023-08-31,371,7,645.91,4521.37,Completed,2023-09-04
32846,8265,2023-09-21,250,10,535.24,5352.40,Completed,2023-09-27
32847,3047,2024-07-01,6,7,701.15,4908.05,Completed,2024-07-07
32848,1009,2023-03-24,64,1,306.37,306.37,Pending,
32849,2112,2023-10-21,90,8,666.74,5333.92,Completed,2023-10-21
32850,8449,2023-10-27,172,7,414.25,2899.75,Completed,2023-10-28
32851,1191,2024-04-15,352,1,281.80,281.80,Completed,2024-04-17
32852,4003,2023-02-18,454,9,458.89,4130.01,Completed,2023-02-20
32853,6222,2024-12-27,159,2,90.37,180.74,Pending,
32854,1379,2024-10-16,22,6,99.99,599.94,Completed,2024-10-19
32855,9614,2023-07-18,338,3,358.77,1076.31,Completed,2023-07-20
32856,108,2023-01-19,262,10,831.16,8311.60,Completed,2023-01-24
32857,9639,2024-10-29,332,10,618.65,6186.50,Completed,2024-11-05
32858,7520,2024-05-21,267,2,318.51,637.02,Completed,2024-05-25
32859,3820,2024-03-27,175,6,259.86,1559.16,Cancelled,
32860,3711,2024-05-15,338,10,358.77,3587.70,Completed,2024-05-15
32861,9659,2023-08-21,450,8,368.16,2945.28,Completed,2023-08-26
32862,2136,2023-12-09,495,8,658.05,5264.40,Completed,2023-12-09
32863,4523,2024-01-10,364,9,712.44,6411.96,Pending,
32864,8863,2023-04-13,450,1,368.16,368.16,Pending,
32865,7824,2023-01-14,30,1,764.88,764.88,Completed,2023-01-16
32866,5899,2023-07-23,148,5,303.27,1516.35,Completed,2023-07-23
32867,7356,2023-06-07,367,8,244.36,1954.88,Cancelled,
32868,7393,2023-04-04,395,6,18.09,108.54,Completed,2023-04-04
32869,5535,2023-06-28,274,9,296.54,2668.86,Completed,2023-07-04
32870,7986,2024-06-29,57,7,49.33,345.31,Completed,2024-07-01
32871,504,2023-02-11,39,9,710.75,6396.75,Completed,2023-02-15
32872,1542,2023-02-23,49,10,174.64,1746.40,Pending,
32873,5182,2024-02-22,342,3,520.22,1560.66,Cancelled,
32874,3443,2024-10-06,411,1,249.76,249.76,Completed,2024-10-09
32875,4293,2024-07-06,89,6,79.26,475.56,Completed,2024-07-06
32876,9256,2023-11-21,58,7,212.21,1485.47,Completed,2023-11-24
32877,930,2023-11-18,169,8,823.20,6585.60,Completed,2023-11-23
32878,8655,2024-06-06,399,2,683.58,1367.16,Completed,2024-06-06
32879,6992,2023-02-13,365,5,852.84,4264.20,Completed,2023-02-17
32880,8326,2023-11-12,484,1,196.27,196.27,Pending,
32881,3656,2023-01-24,347,4,274.04,1096.16,Pending,
32882,3000,2023-10-30,254,8,380.55,3044.40,Completed,2023-11-02
32883,6175,2024-07-17,96,7,662.25,4635.75,Completed,2024-07-18
32884,7170,2023-12-12,474,4,70.34,281.36,Completed,2023-12-13
32885,2066,2023-02-19,75,6,885.28,5311.68,Completed,2023-02-22
32886,2256,2024-03-19,196,1,783.70,783.70,Completed,2024-03-19
32887,8340,2023-06-06,119,8,189.90,1519.20,Completed,2023-06-06
32888,91,2024-02-04,352,6,281.80,1690.80,Completed,2024-02-06
32889,3422,2024-04-09,216,9,904.36,8139.24,Completed,2024-04-11
32890,5081,2023-11-27,429,2,758.34,1516.68,Pending,
32891,179,2024-05-02,302,4,586.90,2347.60,Completed,2024-05-04
32892,9555,2023-05-14,88,1,926.31,926.31,Cancelled,
32893,253,2023-01-31,164,8,80.69,645.52,Pending,
32894,8455,2023-09-20,46,10,454.12,4541.20,Pending,
32895,5839,2024-11-01,488,2,556.55,1113.10,Pending,
32896,8052,2024-12-26,112,7,386.57,2705.99,Completed,2025-01-01
32897,1507,2024-08-09,400,3,796.94,2390.82,Completed,2024-08-14
32898,7409,2024-12-22,149,2,538.78,1077.56,Completed,2024-12-26
32899,311,2024-10-14,311,6,189.03,1134.18,Completed,2024-10-14
32900,730,2023-12-08,264,8,871.15,6969.20,Completed,2023-12-13
32901,6200,2024-04-29,24,6,599.92,3599.52,Pending,
32902,873,2023-06-20,184,10,462.21,4622.10,Completed,2023-06-26
32903,6371,2023-06-19,168,9,35.60,320.40,Completed,2023-06-24
32904,1057,2023-07-02,205,5,151.68,758.40,Completed,2023-07-04
32905,1772,2024-07-27,48,5,999.28,4996.40,Completed,2024-07-31
32906,1301,2024-06-10,382,8,550.11,4400.88,Completed,2024-06-10
32907,8647,2023-05-19,193,3,134.97,404.91,Completed,2023-05-22
32908,5258,2023-04-20,137,10,574.14,5741.40,Completed,2023-04-24
32909,4352,2024-05-30,49,10,174.64,1746.40,Completed,2024-06-06
32910,1057,2024-09-23,15,7,171.76,1202.32,Completed,2024-09-25
32911,4219,2024-05-30,,8,60.64,485.12,Completed,2024-06-04
32912,5954,2024-02-29,448,10,803.97,8039.70,Completed,2024-03-05
32913,4216,2023-07-19,74,10,217.97,2179.70,Completed,2023-07-21
32914,9208,2023-04-17,223,8,372.11,2976.88,Completed,2023-04-18
38893,6181,2023-05-04,312,1,53.25,53.25,Completed,2023-05-10
32916,5834,2023-10-09,219,4,877.69,3510.76,Completed,2023-10-16
32917,4821,2024-04-04,204,7,88.17,617.19,Pending,
32918,2358,2024-02-22,271,4,119.77,479.08,Completed,2024-02-24
32919,5726,2024-11-22,136,8,832.41,6659.28,Pending,
32920,6930,2024-12-22,209,3,462.26,1386.78,Pending,
32921,976,2023-11-06,465,8,825.12,6600.96,Completed,2023-11-11
32922,4926,2023-10-15,284,4,201.95,807.80,Completed,2023-10-16
32923,3405,2024-02-14,121,10,259.74,2597.40,Pending,
32924,2065,2023-09-09,187,9,290.00,2610.00,Completed,2023-09-13
32925,1377,2023-03-01,374,4,311.07,1244.28,Completed,2023-03-06
32926,2608,2024-05-14,428,6,935.67,5614.02,Pending,
32927,5091,2023-04-28,142,4,453.68,1814.72,Completed,2023-05-03
32928,7722,2023-12-31,345,10,442.57,4425.70,Completed,2024-01-04
32929,5083,2023-04-05,161,5,239.15,1195.75,Completed,2023-04-11
32930,7087,2024-08-01,90,2,666.74,1333.48,Completed,2024-08-07
32931,6089,2024-03-26,483,5,383.39,1916.95,Completed,2024-04-02
32932,6006,2024-04-19,306,7,429.16,3004.12,Pending,
32933,9739,2023-09-11,346,6,345.64,2073.84,Pending,
32934,7631,2024-12-14,121,5,259.74,1298.70,Completed,2024-12-21
32935,1343,2023-01-13,465,7,825.12,5775.84,Completed,2023-01-16
32936,5466,2024-03-04,300,3,103.55,310.65,Completed,2024-03-08
32937,6532,2023-10-07,313,3,614.48,1843.44,Completed,2023-10-14
32938,7130,2024-07-30,338,7,358.77,2511.39,Completed,2024-08-05
32939,6953,2024-04-09,48,1,999.28,999.28,Completed,2024-04-13
32940,1595,2024-11-27,185,1,513.15,513.15,Cancelled,
32941,7571,2024-11-20,76,1,865.95,865.95,Completed,2024-11-25
32942,6778,2024-02-10,4,7,36.26,253.82,Pending,
32943,9087,2023-08-29,427,10,15.12,151.20,Completed,2023-09-04
32944,337,2024-02-12,471,8,993.54,7948.32,Completed,2024-02-18
32945,6299,2023-02-21,452,10,855.93,8559.30,Completed,2023-02-22
32946,2219,2024-10-13,,1,72.46,72.46,Cancelled,
32947,2193,2024-04-29,304,10,382.90,3829.00,Cancelled,
32948,8092,2024-12-04,180,6,612.77,3676.62,Completed,2024-12-10
32949,5944,2023-05-26,369,6,75.08,450.48,Completed,2023-05-30
32950,3032,2024-08-26,223,5,372.11,1860.55,Completed,2024-08-30
32951,3135,2024-06-30,398,7,82.79,579.53,Completed,2024-06-30
32952,7791,2024-12-09,263,5,764.78,3823.90,Completed,2024-12-09
32953,4052,2023-05-16,198,9,630.52,5674.68,Pending,
32954,2895,2024-06-30,61,1,221.01,221.01,Cancelled,
32955,8187,2024-10-15,434,6,291.71,1750.26,Completed,2024-10-22
32956,3639,2024-01-11,119,9,189.90,1709.10,Completed,2024-01-12
32957,6950,2024-03-16,7,4,111.18,444.72,Completed,2024-03-20
32958,1868,2023-02-18,224,4,132.34,529.36,Completed,2023-02-24
32959,934,2024-03-11,2,4,148.13,592.52,Completed,2024-03-14
32960,4165,2023-10-07,453,5,493.93,2469.65,Completed,2023-10-11
32961,1673,2023-01-29,364,7,712.44,4987.08,Completed,2023-02-02
32962,6694,2023-08-10,330,6,838.31,5029.86,Completed,2023-08-10
32963,3967,2023-02-02,97,2,676.06,1352.12,Completed,2023-02-04
32964,631,2024-10-05,127,9,965.06,8685.54,Pending,
32965,5013,2023-07-04,329,4,130.62,522.48,Completed,2023-07-09
32966,8098,2023-03-05,302,4,586.90,2347.60,Completed,2023-03-07
32967,7171,2023-09-03,34,9,480.52,4324.68,Completed,2023-09-07
32968,9082,2023-07-25,132,4,78.26,313.04,Pending,
32969,6475,2024-08-28,225,5,824.18,4120.90,Completed,2024-08-31
32970,9754,2023-06-20,26,3,753.36,2260.08,Completed,2023-06-24
32971,9739,2023-04-02,406,3,306.78,920.34,Completed,2023-04-09
32972,2549,2024-07-13,405,8,512.23,4097.84,Pending,
32973,1571,2024-12-08,434,10,291.71,2917.10,Completed,2024-12-10
32974,2107,2023-10-01,378,1,628.22,628.22,Completed,2023-10-04
32975,7272,2023-05-14,457,8,54.83,438.64,Cancelled,
32976,1868,2024-05-20,18,8,877.59,7020.72,Completed,2024-05-20
32977,8590,2024-12-06,400,6,796.94,4781.64,Completed,2024-12-07
32978,249,2024-10-04,365,10,852.84,8528.40,Pending,
32979,9673,2024-10-26,133,2,824.10,1648.20,Completed,2024-10-27
32980,5076,2023-09-16,58,2,212.21,424.42,Completed,2023-09-17
32981,3514,2023-12-04,24,7,599.92,4199.44,Completed,2023-12-11
32982,3412,2023-02-09,456,8,401.98,3215.84,Cancelled,
32983,4965,2024-12-11,327,4,28.80,115.20,Completed,2024-12-15
32984,4132,2023-03-30,477,10,414.17,4141.70,Pending,
32985,9432,2024-10-14,483,4,383.39,1533.56,Completed,2024-10-18
32986,3050,2024-03-03,75,10,885.28,8852.80,Completed,2024-03-05
32987,9393,2024-08-04,153,3,406.69,1220.07,Completed,2024-08-08
32988,9616,2024-04-07,176,10,826.67,8266.70,Completed,2024-04-13
32989,1359,2023-02-07,481,7,262.44,1837.08,Completed,2023-02-07
32990,2697,2023-03-06,11,3,55.36,166.08,Pending,
32991,4003,2023-04-19,141,6,493.68,2962.08,Cancelled,
32992,373,2023-03-15,230,4,144.30,577.20,Completed,2023-03-20
32993,8570,2023-09-07,104,9,616.52,5548.68,Pending,
32994,3098,2024-07-03,128,3,580.03,1740.09,Pending,
32995,9456,2023-12-26,114,9,801.86,7216.74,Completed,2023-12-27
32996,669,2023-02-26,348,4,606.42,2425.68,Completed,2023-03-03
32997,8362,2024-07-09,101,4,780.63,3122.52,Completed,2024-07-09
32998,6729,2024-02-09,421,6,955.05,5730.30,Completed,2024-02-16
32999,5289,2024-05-01,119,5,189.90,949.50,Completed,2024-05-07
33000,2757,2024-08-28,56,3,409.73,1229.19,Completed,2024-08-28
33001,6917,2023-02-12,476,7,674.62,4722.34,Completed,2023-02-16
33002,8566,2024-07-18,110,4,413.51,1654.04,Completed,2024-07-24
33003,8569,2023-01-08,121,1,259.74,259.74,Completed,2023-01-11
33004,4571,2023-07-30,156,4,386.56,1546.24,Completed,2023-08-05
33005,5538,2024-11-26,218,3,333.44,1000.32,Completed,2024-11-27
33006,9913,2023-11-28,52,9,957.73,8619.57,Completed,2023-12-01
33007,4802,2023-12-16,189,4,383.43,1533.72,Completed,2023-12-23
33008,9050,2024-02-05,358,1,534.16,534.16,Completed,2024-02-06
33009,2805,2023-01-09,289,1,322.97,322.97,Cancelled,
33010,4714,2023-08-24,335,4,53.09,212.36,Completed,2023-08-27
33011,3713,2023-11-26,174,10,815.42,8154.20,Completed,2023-12-02
33012,7408,2024-05-02,116,4,800.15,3200.60,Completed,2024-05-06
33013,8219,2023-12-01,457,3,54.83,164.49,Cancelled,
33014,,2024-11-29,500,6,418.26,2509.56,Completed,2024-12-01
33015,7790,2023-11-11,222,5,149.34,746.70,Completed,2023-11-12
33016,4914,2023-01-07,16,1,844.41,844.41,Completed,2023-01-10
33017,9320,2023-09-13,152,8,965.83,7726.64,Completed,2023-09-14
33018,6296,2024-04-04,338,1,358.77,358.77,Completed,2024-04-05
33019,7005,2023-08-22,82,7,201.19,1408.33,Completed,2023-08-24
33020,7530,2023-04-20,477,1,414.17,414.17,Completed,2023-04-27
33021,1831,2024-11-13,339,8,469.97,3759.76,Pending,
33022,6121,2023-05-13,470,6,241.99,1451.94,Pending,
33023,9557,2024-04-08,419,4,355.31,1421.24,Completed,2024-04-09
33024,337,2024-10-17,92,1,199.91,199.91,Cancelled,
33025,7019,2024-09-09,475,6,432.92,2597.52,Cancelled,
33026,3556,2024-03-10,100,6,251.53,1509.18,Completed,2024-03-14
33027,8250,2024-10-15,52,9,957.73,8619.57,Completed,2024-10-18
33028,6233,2024-04-11,364,7,712.44,4987.08,Completed,2024-04-14
33029,1730,2024-06-26,494,1,204.22,204.22,Completed,2024-07-03
33030,3094,2024-01-06,39,2,710.75,1421.50,Pending,
33031,1686,2024-06-09,471,9,993.54,8941.86,Completed,2024-06-12
33032,7049,2024-03-01,53,8,303.73,2429.84,Completed,2024-03-03
33033,5181,2024-03-21,199,7,45.53,318.71,Completed,2024-03-27
33034,2905,2024-11-29,167,3,602.05,1806.15,Completed,2024-12-01
33035,7679,2024-05-06,188,7,452.07,3164.49,Completed,2024-05-11
33036,1627,2023-05-10,298,8,918.75,7350.00,Cancelled,
33037,3851,2024-12-09,149,4,538.78,2155.12,Completed,2024-12-16
33038,5822,2024-11-24,314,9,246.77,2220.93,Completed,2024-11-24
33039,6253,2024-04-25,324,8,325.49,2603.92,Cancelled,
33040,9906,2023-04-08,132,7,78.26,547.82,Cancelled,
33041,6666,2024-08-30,134,8,710.23,5681.84,Completed,2024-09-04
33042,680,2024-07-01,498,5,493.42,2467.10,Completed,2024-07-02
33043,643,2023-08-25,313,9,614.48,5530.32,Completed,2023-08-31
33044,1874,2024-04-14,1,7,643.02,4501.14,Completed,2024-04-18
33045,8113,2023-11-22,57,3,49.33,147.99,Completed,2023-11-23
33046,6709,2024-01-25,248,4,328.88,1315.52,Completed,2024-01-31
33047,9396,2024-05-08,49,9,174.64,1571.76,Completed,2024-05-14
33048,4142,2023-12-29,27,2,440.41,880.82,Completed,2024-01-01
33049,305,2024-03-04,224,2,132.34,264.68,Cancelled,
33050,3051,2024-10-27,212,9,570.26,5132.34,Pending,
33051,4541,2024-03-22,14,6,651.55,3909.30,Cancelled,
33052,565,2023-05-30,113,3,854.90,2564.70,Completed,2023-06-05
33053,9163,2024-12-25,92,10,199.91,1999.10,Completed,2024-12-27
33054,7887,2023-01-29,209,2,462.26,924.52,Completed,2023-02-03
33055,7697,2023-11-27,25,3,862.16,2586.48,Pending,
33056,2810,2024-12-18,296,9,509.49,4585.41,Completed,2024-12-25
33057,6640,2023-09-21,216,7,904.36,6330.52,Completed,2023-09-23
33058,7687,2023-06-27,115,9,441.47,3973.23,Completed,2023-06-29
33059,7442,2024-05-05,410,2,587.68,1175.36,Completed,2024-05-09
33060,945,2024-10-03,280,3,465.49,1396.47,Completed,2024-10-10
33061,497,2024-08-01,230,1,144.30,144.30,Pending,
33062,1393,2024-12-08,342,4,520.22,2080.88,Completed,2024-12-08
33063,326,2023-06-11,226,4,476.75,1907.00,Completed,2023-06-13
33064,4762,2024-08-28,80,4,230.20,920.80,Completed,2024-08-28
33065,7526,2024-05-30,81,3,822.32,2466.96,Completed,2024-06-03
33066,5371,2023-05-22,158,7,948.10,6636.70,Completed,2023-05-27
33067,2147,2024-10-15,173,10,336.50,3365.00,Completed,2024-10-21
33068,7679,2023-04-11,400,8,796.94,6375.52,Completed,2023-04-15
33069,7880,2023-01-08,98,4,55.74,222.96,Pending,
33070,4452,2024-08-27,252,9,889.20,8002.80,Pending,
33071,9809,2024-02-25,33,2,817.85,1635.70,Completed,2024-02-25
33072,5104,2023-10-09,296,4,509.49,2037.96,Pending,
33073,8881,2023-08-19,35,2,428.90,857.80,Completed,2023-08-20
33074,1355,2024-10-01,282,2,401.80,803.60,Pending,
33075,6622,2024-02-17,478,9,478.77,4308.93,Completed,2024-02-18
33076,9515,2023-02-28,378,10,628.22,6282.20,Cancelled,
33077,3918,2024-02-23,6,5,701.15,3505.75,Completed,2024-02-25
33078,20,2024-10-23,467,8,425.04,3400.32,Completed,2024-10-30
33079,6839,2024-12-04,10,10,622.32,6223.20,Cancelled,
33080,5020,2024-05-30,369,3,75.08,225.24,Completed,2024-06-02
33081,4197,2024-08-04,203,2,417.92,835.84,Completed,2024-08-05
33082,1595,2024-09-07,150,5,700.43,3502.15,Completed,2024-09-07
33083,5857,2023-04-29,220,6,264.39,1586.34,Completed,2023-05-03
33084,2130,2023-12-20,362,8,144.36,1154.88,Completed,2023-12-25
33085,3981,2023-07-17,318,3,61.65,184.95,Cancelled,
33086,4710,2023-12-01,441,2,243.16,486.32,Completed,2023-12-07
33087,2825,2023-05-20,73,8,51.40,411.20,Completed,2023-05-26
33088,400,2023-10-26,313,3,614.48,1843.44,Completed,2023-11-02
33089,3055,2023-09-03,313,2,614.48,1228.96,Pending,
33090,8537,2023-01-18,24,5,599.92,2999.60,Pending,
33091,7507,2024-09-16,60,4,19.21,76.84,Completed,2024-09-22
33092,9615,2023-03-31,23,7,168.37,1178.59,Completed,2023-04-02
33093,1989,2023-02-13,262,2,831.16,1662.32,Completed,2023-02-20
33094,2027,2024-06-09,356,9,949.96,8549.64,Completed,2024-06-10
33095,9532,2023-11-01,344,4,867.13,3468.52,Completed,2023-11-08
33096,2449,2024-01-19,301,5,964.76,4823.80,Completed,2024-01-26
33097,652,2023-08-23,137,4,574.14,2296.56,Completed,2023-08-23
33098,6045,2024-12-26,10,8,622.32,4978.56,Cancelled,
33099,1200,2024-08-06,494,7,204.22,1429.54,Completed,2024-08-13
33100,1193,2023-02-17,407,10,118.50,1185.00,Pending,
33101,4205,2024-05-12,156,9,386.56,3479.04,Completed,2024-05-13
33102,192,2023-08-14,183,6,513.77,3082.62,Completed,2023-08-17
33103,6335,2024-03-14,258,7,968.70,6780.90,Pending,
33104,3246,2023-07-11,196,2,783.70,1567.40,Completed,2023-07-14
33105,1087,2024-12-09,59,7,139.56,976.92,Cancelled,
33106,6284,2024-07-21,373,4,911.60,3646.40,Completed,2024-07-28
33107,8670,2024-01-03,285,2,816.88,1633.76,Completed,2024-01-08
33108,8787,2023-03-11,216,3,904.36,2713.08,Completed,2023-03-11
33109,9079,2023-01-03,493,2,935.40,1870.80,Completed,2023-01-07
33110,9094,2023-08-01,279,3,410.97,1232.91,Pending,
33111,1667,2024-01-17,439,10,520.12,5201.20,Completed,2024-01-18
33112,3022,2023-05-23,374,10,311.07,3110.70,Completed,2023-05-23
